title,artist,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
O Superman,Laurie Anderson,2023-12-30,0.8,0.024,0,-20.703,0,0.0524,0.963,0.207,0.101,0.309,148.57,spotify:track:421Gp1eSmOIcD6alTWowFR
Boss Ass Bitch (Remix),Nicki Minaj & PTAF,2023-12-30,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,spotify:track:3hlksXnvbKogFdPbpO9vel
Shotta Flow 7,NLE Choppa,2023-12-30,0.943,0.77,2,-4.665,1,0.237,0.0056,0.0,0.116,0.219,120.004,spotify:track:1WrxYBGmFK19BMRn3wLYMa
What Was I Made For?,Billie Eilish,2023-12-30,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Confidence (Sped Up),Ocean Alley,2023-12-30,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,spotify:track:7to68V64Cu6zk0UDo5tyw3
Ick (Alt Ending),Lay Bankz,2023-12-30,0.895,0.766,2,-3.259,1,0.128,0.264,1.22e-06,0.148,0.518,137.984,spotify:track:7jhIMRxLmCPWE2AdCv7nLf
September (Dreamy Version),JU$t,2023-12-30,0.683,0.349,8,-12.014,1,0.035,0.957,0.806,0.0755,0.555,139.84,spotify:track:6pj9JkwBA6VzYdLXvaJkPh
Hooligang,Joey Valence And Brae,2023-12-30,0.707,0.947,1,-1.192,1,0.275,0.00878,7.79e-05,0.366,0.738,94.932,spotify:track:0lwkzF4dDxLp8HMVSQjpFf
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2023-12-30,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Ocean,TK Kravitz Featuring Jacqueez,2023-12-30,0.709,0.264,1,-17.696,0,0.186,0.268,0.0,0.24,0.341,133.858,spotify:track:2yI8omCrTAyrTcK7NRppu7
Pink Friday Girls,Nicki Minaj,2023-12-30,0.743,0.785,11,-5.154,1,0.0668,0.0713,0.0,0.107,0.192,127.014,spotify:track:44L2bY93uD65CEHWbozpx4
Santa Tell Me,Ariana Grande,2023-12-30,0.525,0.621,7,-7.364,1,0.117,0.0489,0.0,0.291,0.592,191.868,spotify:track:0lizgQ7Qw35od7CYaoMBZb
Deli,Ice Spice,2023-12-30,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
autumn leaves,aetoul,2023-12-30,0.397,0.354,7,-13.193,0,0.0286,0.659,0.00339,0.151,0.296,146.341,spotify:track:5URbZBwi9r400J633zdd3h
K.,Cigarettes After Sex,2023-12-30,0.454,0.401,3,-10.251,1,0.0264,0.14,0.837,0.136,0.319,93.703,spotify:track:1FWsomP9StpCcXNWmJk8Cl
Last Christmas,Ariana Grande,2023-12-30,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945,spotify:track:5xDrO9DEDJGUQGfyoHvgDJ
Cha Cha,Zeddy Will,2023-12-30,0.963,0.598,0,-6.414,1,0.27,0.139,0.0,0.0793,0.747,122.045,spotify:track:516v2eji9NjkmsYc9PErx4
One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp",2023-12-30,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW
Surround Sound,JID Featuring 21 Savage & Baby Tate,2023-12-23,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,spotify:track:1udwFobQ1JoOdWPQrp2b6u
All I Want For Christmas Is You,Mariah Carey,2023-12-23,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,spotify:track:0bYg9bo50gSsH3LtXe2SQn
Sleigh Ride  (PhatCap! Trap Remix),The Ronettes,2023-12-23,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ
My Love Mine All Mine,Mitski,2023-12-23,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Let The Light In,Lana Del Rey Featuring Father John Misty,2023-12-23,0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,spotify:track:4qG7hWhljsqqENL5PaLA2z
Rockin' Around The Christmas Tree,Brenda Lee,2023-12-23,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,spotify:track:2EjXfH91m7f8HiJN1yQg97
Lollipop,"Darell, Ozuna & Maluma",2023-12-23,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
Last Christmas,Wham!,2023-12-23,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,spotify:track:2FRnf9qhLbvw8fu4IBXx78
Everybody,Nicki Minaj Featuring Lil Uzi Vert,2023-12-23,0.737,0.774,11,-5.525,0,0.257,0.0262,0.0,0.238,0.428,137.959,spotify:track:5ZJGv7aGdIr9IGpxzSG18T
Lovin On Me,Jack Harlow,2023-12-23,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Never Lose Me,Flo Milli,2023-12-23,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Agora Hills,Doja Cat,2023-12-23,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Margaret,Lana Del Rey Featuring Bleachers,2023-12-23,0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777,spotify:track:1o82DwNisONAd2mu1RcGE6
O Superman,Laurie Anderson,2023-12-23,0.8,0.024,0,-20.703,0,0.0524,0.963,0.207,0.101,0.309,148.57,spotify:track:421Gp1eSmOIcD6alTWowFR
Shotta Flow 7,NLE Choppa,2023-12-23,0.943,0.77,2,-4.665,1,0.237,0.0056,0.0,0.116,0.219,120.004,spotify:track:1WrxYBGmFK19BMRn3wLYMa
Hooligang,Joey Valence And Brae,2023-12-23,0.707,0.947,1,-1.192,1,0.275,0.00878,7.79e-05,0.366,0.738,94.932,spotify:track:0lwkzF4dDxLp8HMVSQjpFf
Greedy (Sped Up),Tate McRae,2023-12-23,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
FTCU,Nicki Minaj,2023-12-23,0.93,0.435,11,-6.694,1,0.202,0.0173,0.000287,0.117,0.227,144.978,spotify:track:1a73gcEg6h6Re6hHXoVltJ
Monaco,Bad Bunny,2023-12-23,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2023-12-23,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
Back Up,DeJ Loaf Featuring Big Sean,2023-12-23,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,spotify:track:0sr5LOMv4x0jmTYfe6oOvP
I Wait for You,Alex G,2023-12-23,0.594,0.304,7,-14.389,1,0.036,0.956,0.00579,0.119,0.308,122.636,spotify:track:7EDcAz6iuKSkxH4VcC3Oko
Ain't Gonna Answer,NLE Choppa Featuring Lil Wayne,2023-12-23,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,spotify:track:2NV0mpU5YbyJXydzYPgw5O
Jingle Bell Rock,Bobby Helms,2023-12-23,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,spotify:track:7vQbuQcyTflfCIOu3Uzzya
Not Allowed,TV Girl,2023-12-23,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,spotify:track:3IznIgmXtrUaoPWpQTy5jB
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2023-12-23,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
"Pure Imagination (from ""Wonka"")",Timothee Chalamet,2023-12-23,0.491,0.0964,6,-14.795,0,0.041,0.737,0.0,0.117,0.122,106.067,spotify:track:1m9TZ1dpYEQnczSsI6z9Ku
Bed Peace,Jhene Aiko Featuring Childish Gambino,2023-12-23,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859,spotify:track:5Ck3e6z1bcSCes5gdo0Ddt
Hello,Aqyila,2023-12-23,0.531,0.446,5,-10.274,0,0.0923,0.843,0.000724,0.144,0.317,70.375,spotify:track:1Sr7G1nLlnAFZ8AKT7PuGo
Poison Tree,Grouper,2023-12-23,0.224,0.139,11,-22.587,1,0.0354,0.961,0.913,0.108,0.213,111.316,spotify:track:6Q5uDNuuFYa8ToL3CCoHPC
What Was I Made For?,Billie Eilish,2023-12-23,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Deli,Ice Spice,2023-12-23,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
Runaway,Kanye West Featuring Pusha T,2023-12-23,0.591,0.847,1,-8.262,0,0.0541,0.0262,0.776,0.0597,0.233,174.022,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL
La Diabla,Xavi,2023-12-23,0.751,0.819,11,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,spotify:track:0R6NfOiLzLj4O5VbYSJAjf
My Way,Ayodee,2023-12-23,0.746,0.364,2,-15.173,1,0.387,0.644,0.00109,0.113,0.5,136.131,spotify:track:09rDR25xc8cJobeTLXPlSM
Bae,Skilla Baby,2023-12-23,0.796,0.522,2,-7.027,1,0.321,0.668,0.0,0.357,0.489,77.015,spotify:track:58BFQlOjR0A3K48J6QAz6O
That's My Best Friend,Tokyo Vanity,2023-12-23,0.965,0.662,0,-7.054,1,0.125,0.0395,0.000652,0.294,0.713,116.007,spotify:track:56TmDxLFVk9FBLuEfqLIkR
Miss The Rage,Trippie Redd & Playboi Carti,2023-12-23,0.654,0.612,9,-7.323,0,0.0528,0.000411,0.0,0.118,0.262,119.218,spotify:track:4w552MI4k7dwPHLjI8YOBy
God Only Knows,for KING & COUNTRY,2023-12-23,0.68,0.536,5,-6.669,0,0.0582,0.0102,0.00105,0.113,0.417,119.958,spotify:track:0vBjd0I8iefycEZ2ex1Zpi
Wop,J. Dash,2023-12-23,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,spotify:track:3zbnvxvqV5lL4Vq0FznWsX
Wicked,Future,2023-12-23,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x
Moments In Love,The Art Of Noise,2023-12-23,0.696,0.234,9,-14.991,1,0.112,0.28,0.0511,0.311,0.489,138.118,spotify:track:2bsczk82MWGPmTbe6IWYsa
Little Life,Cordelia,2023-12-23,0.507,0.0606,11,-15.605,1,0.0342,0.92,2.62e-06,0.111,0.173,130.629,spotify:track:51WRxaNJVQuXOBYUAmSzbf
LaLa,Myke Towers,2023-12-23,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,spotify:track:7ABLbnD53cQK00mhcaOUVG
Murder On The Dancefloor,Sophie Ellis-Bextor,2023-12-23,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.57e-05,0.312,0.887,117.308,spotify:track:4tKGFmENO69tZR9ahgZu48
Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,2023-12-23,0.624,0.796,6,-5.413,0,0.169,0.0541,0.0,0.258,0.704,145.212,spotify:track:1TgStpMGTflN84asKJ8VU3
Nothing's New,Rio Romeo,2023-12-23,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Real Love Baby,Father John Misty,2023-12-23,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,spotify:track:0Z57YWES04xGh3AImDz6Qr
Ocean,TK Kravitz Featuring Jacqueez,2023-12-23,0.709,0.264,1,-17.696,0,0.186,0.268,0.0,0.24,0.341,133.858,spotify:track:2yI8omCrTAyrTcK7NRppu7
Those Eyes,New West,2023-12-23,0.594,0.348,4,-8.297,1,0.0285,0.709,2.12e-05,0.317,0.248,120.048,spotify:track:2psRActEWsTlYYd7EDoyVR
Surround Sound,JID Featuring 21 Savage & Baby Tate,2023-12-16,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,spotify:track:1udwFobQ1JoOdWPQrp2b6u
All I Want For Christmas Is You,Mariah Carey,2023-12-16,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,spotify:track:0bYg9bo50gSsH3LtXe2SQn
Lollipop,"Darell, Ozuna & Maluma",2023-12-16,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
My Love Mine All Mine,Mitski,2023-12-16,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Lovin On Me,Jack Harlow,2023-12-16,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Sleigh Ride  (PhatCap! Trap Remix),The Ronettes,2023-12-16,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ
Last Christmas,Wham!,2023-12-16,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,spotify:track:2FRnf9qhLbvw8fu4IBXx78
Agora Hills,Doja Cat,2023-12-16,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Rockin' Around The Christmas Tree,Brenda Lee,2023-12-16,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,spotify:track:2EjXfH91m7f8HiJN1yQg97
O Superman,Laurie Anderson,2023-12-16,0.8,0.024,0,-20.703,0,0.0524,0.963,0.207,0.101,0.309,148.57,spotify:track:421Gp1eSmOIcD6alTWowFR
Monaco,Bad Bunny,2023-12-16,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
Never Lose Me,Flo Milli,2023-12-16,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2023-12-16,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
VVV,mikeeysmind & SANIKWAVE,2023-12-16,0.451,0.709,1,-5.474,0,0.0759,0.0899,9.21e-06,0.166,0.192,131.576,spotify:track:3GDxQBr7aghzWH0kA0N8yk
I Wait for You,Alex G,2023-12-16,0.594,0.304,7,-14.389,1,0.036,0.956,0.00579,0.119,0.308,122.636,spotify:track:7EDcAz6iuKSkxH4VcC3Oko
September (Dreamy Version),JU$t,2023-12-16,0.683,0.349,8,-12.014,1,0.035,0.957,0.806,0.0755,0.555,139.84,spotify:track:6pj9JkwBA6VzYdLXvaJkPh
Hooligang,Joey Valence And Brae,2023-12-16,0.707,0.947,1,-1.192,1,0.275,0.00878,7.79e-05,0.366,0.738,94.932,spotify:track:0lwkzF4dDxLp8HMVSQjpFf
Moments In Love,The Art Of Noise,2023-12-16,0.696,0.234,9,-14.991,1,0.112,0.28,0.0511,0.311,0.489,138.118,spotify:track:2bsczk82MWGPmTbe6IWYsa
Margaret,Lana Del Rey Featuring Bleachers,2023-12-16,0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777,spotify:track:1o82DwNisONAd2mu1RcGE6
Whip My Hair,WILLOW,2023-12-16,0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,spotify:track:4Dio1t8RHzLv1nfPJTSZyP
White Tee,Summer Walker & NO1-NOAH,2023-12-16,0.73,0.468,6,-9.911,0,0.314,0.711,5e-06,0.101,0.6,74.044,spotify:track:2f86Ae3R4OKAu1lEIqouih
It's Beginning To Look A Lot Like Christmas,Michael Buble,2023-12-16,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,spotify:track:5a1iz510sv2W9Dt1MvFd5R
Runaway,Kanye West Featuring Pusha T,2023-12-16,0.591,0.847,1,-8.262,0,0.0541,0.0262,0.776,0.0597,0.233,174.022,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL
Not Allowed,TV Girl,2023-12-16,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,spotify:track:3IznIgmXtrUaoPWpQTy5jB
Deli,Ice Spice,2023-12-16,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
Wicked,Future,2023-12-16,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x
It's The Most Wonderful Time Of The Year,Andy Williams,2023-12-16,0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,spotify:track:5hslUAKq9I9CG2bAulFkHN
Can't Help Falling In Love,Elvis Presley With The Jordanaires,2023-12-16,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,spotify:track:44AyOl4qVkzS48vBsbNXaC
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2023-12-16,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Hello,Aqyila,2023-12-16,0.531,0.446,5,-10.274,0,0.0923,0.843,0.000724,0.144,0.317,70.375,spotify:track:1Sr7G1nLlnAFZ8AKT7PuGo
Bae,Skilla Baby,2023-12-16,0.796,0.522,2,-7.027,1,0.321,0.668,0.0,0.357,0.489,77.015,spotify:track:58BFQlOjR0A3K48J6QAz6O
Grateful,callmestevieray & Connor Price,2023-12-16,0.889,0.833,1,-6.568,1,0.122,0.00171,3.64e-06,0.296,0.843,112.026,spotify:track:1m0wy7zgzMA7fQ3d6l2BYO
Greedy (Sped Up),Tate McRae,2023-12-16,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
Let The Light In,Lana Del Rey Featuring Father John Misty,2023-12-16,0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,spotify:track:4qG7hWhljsqqENL5PaLA2z
autumn leaves,aetoul,2023-12-16,0.397,0.354,7,-13.193,0,0.0286,0.659,0.00339,0.151,0.296,146.341,spotify:track:5URbZBwi9r400J633zdd3h
What Was I Made For?,Billie Eilish,2023-12-16,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Bow Bow Bow (F My Baby Dad),Sexyy Red,2023-12-16,0.823,0.728,1,-4.336,1,0.15,0.194,0.0,0.318,0.455,85.051,spotify:track:351CSUM0YDA0GCbHCSKoL1
Chicago,Michael Jackson,2023-12-16,0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086,spotify:track:5BKKy9fIJL5uM9fz1SnqyP
Barbie,JaidynAlexis,2023-12-16,0.92,0.662,0,-7.659,1,0.244,0.0026,0.00131,0.0856,0.767,120.012,spotify:track:299qlT1YcZ3DVlKCoqRoV7
Jingle Bell Rock,Bobby Helms,2023-12-16,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,spotify:track:7vQbuQcyTflfCIOu3Uzzya
Right Round,Flo Rida,2023-12-16,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,spotify:track:3GpbwCm3YxiWDvy29Uo3vP
God Only Knows,for KING & COUNTRY,2023-12-16,0.68,0.536,5,-6.669,0,0.0582,0.0102,0.00105,0.113,0.417,119.958,spotify:track:0vBjd0I8iefycEZ2ex1Zpi
Dancing Queen,ABBA,2023-12-16,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,spotify:track:0GjEhVFGZW8afUYGChu3Rr
Ethereal,Txmy,2023-12-16,0.22,0.402,6,-13.066,1,0.0387,0.914,0.622,0.333,0.29,142.815,spotify:track:7iq0IYOnYZUHrz7F4rIIq4
Little Life,Cordelia,2023-12-16,0.507,0.0606,11,-15.605,1,0.0342,0.92,2.62e-06,0.111,0.173,130.629,spotify:track:51WRxaNJVQuXOBYUAmSzbf
Heather,Conan Gray,2023-12-16,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,spotify:track:4xqrdfXkTW4T0RauPLv3WA
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,2023-12-16,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,spotify:track:3hv6ndi7uFT9L9wrhQCsqY
"Think Of Me Once In A While, Take Care",Take Care,2023-12-16,0.209,0.142,3,-11.37,1,0.0416,0.902,0.95,0.0945,0.0386,71.02,spotify:track:4JdYapRlYv67LnjrkDhZVX
Hey Daddy (Daddy's Home),Usher Featuring Plies,2023-12-16,0.575,0.396,8,-13.647,0,0.0232,0.00917,0.909,0.677,0.434,94.026,spotify:track:1TX6nArGLabDDabyBKccOJ
Lucky Star,Madonna,2023-12-16,0.803,0.814,4,-4.579,0,0.0381,0.198,1.15e-05,0.223,0.933,117.08,spotify:track:2hWI9GNr3kBrxZ7Mphho4Q
Sky,Playboi Carti,2023-12-09,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,spotify:track:29TPjc8wxfz4XMn21O7VsZ
All I Want For Christmas Is You,Mariah Carey,2023-12-09,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,spotify:track:0bYg9bo50gSsH3LtXe2SQn
My Love Mine All Mine,Mitski,2023-12-09,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Lollipop,"Darell, Ozuna & Maluma",2023-12-09,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
Surround Sound,JID Featuring 21 Savage & Baby Tate,2023-12-09,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,spotify:track:1udwFobQ1JoOdWPQrp2b6u
Lovin On Me,Jack Harlow,2023-12-09,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2023-12-09,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
Monaco,Bad Bunny,2023-12-09,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
Rockin' Around The Christmas Tree,Brenda Lee,2023-12-09,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,spotify:track:2EjXfH91m7f8HiJN1yQg97
Agora Hills,Doja Cat,2023-12-09,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Piyala,AIGEL,2023-12-09,0.809,0.961,1,-4.973,1,0.177,0.0542,0.0195,0.185,0.345,113.02,spotify:track:7viHLuRLbT8GlG2T1yNYNX
O Superman,Laurie Anderson,2023-12-09,0.8,0.024,0,-20.703,0,0.0524,0.963,0.207,0.101,0.309,148.57,spotify:track:421Gp1eSmOIcD6alTWowFR
Last Christmas,Wham!,2023-12-09,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,spotify:track:2FRnf9qhLbvw8fu4IBXx78
Can't Help Falling In Love,Elvis Presley With The Jordanaires,2023-12-09,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,spotify:track:44AyOl4qVkzS48vBsbNXaC
Runaway,Kanye West Featuring Pusha T,2023-12-09,0.591,0.847,1,-8.262,0,0.0541,0.0262,0.776,0.0597,0.233,174.022,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL
Moments In Love,The Art Of Noise,2023-12-09,0.696,0.234,9,-14.991,1,0.112,0.28,0.0511,0.311,0.489,138.118,spotify:track:2bsczk82MWGPmTbe6IWYsa
Let's Get Loud,Jennifer Lopez,2023-12-09,0.82,0.937,5,-4.81,0,0.0549,0.135,0.000122,0.35,0.906,130.992,spotify:track:42nSaPdT6g3ZIMHmKLlP2p
Moy Marmeladnyy (Ya Ne Pravaz) (Sped Up),Katya Lel,2023-12-09,0.801,0.601,5,-4.474,0,0.0538,0.0238,3.92e-06,0.258,0.761,120.027,spotify:track:1Hg0KhBCuME4PgsTYMBK9y
Deli,Ice Spice,2023-12-09,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
September (Dreamy Version),JU$t,2023-12-09,0.683,0.349,8,-12.014,1,0.035,0.957,0.806,0.0755,0.555,139.84,spotify:track:6pj9JkwBA6VzYdLXvaJkPh
Idyll,Jonjthan,2023-12-09,0.666,0.349,5,-17.99,1,0.0634,0.874,0.0,0.44,0.681,99.956,spotify:track:01YjmoXIwL0TyjpMfgTA82
Nothing's New,Rio Romeo,2023-12-09,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Heather,Conan Gray,2023-12-09,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,spotify:track:4xqrdfXkTW4T0RauPLv3WA
Wicked,Future,2023-12-09,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x
My Way,Ayodee,2023-12-09,0.746,0.364,2,-15.173,1,0.387,0.644,0.00109,0.113,0.5,136.131,spotify:track:09rDR25xc8cJobeTLXPlSM
Chicago,Michael Jackson,2023-12-09,0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086,spotify:track:5BKKy9fIJL5uM9fz1SnqyP
